mfds_category,code,drug
141,508801ATD,bepotastine calcium dihydrate (as bepotastine   7.11mg)
141,521601ATB,bepotastine salicylate (as bepotastine   7.11mg)
141,521602ATR,bepotastine salicylate (as bepotastine   14.22mg)
141,524800ATB,levocetirizine dihydrochloride   2.5mg
141,524800ATB,pseudoephedrine hydrochloride   0.12g
141,530800ASY,chlorpheniramine maleate   0.2g(0.4mg/mL)
141,530800ASY,phenylephrine hydrochloride   0.5g(1mg/mL)
141,530900ASY,chlorpheniramine maleate   0.4g(0.4mg/mL)
141,530900ASY,phenylephrine hydrochloride   1g(1mg/mL)
141,531100ASY,pseudoephedrine hydrochloride   0.45g(6mg/mL)
141,531100ASY,triprolidine hydrochloride   18.75mg(0.25mg/mL)
141,531500ASY,pseudoephedrine hydrochloride   3g(6mg/mL)
141,531500ASY,triprolidine hydrochloride   0.125g(0.25mg/mL)
141,531300ASY,pseudoephedrine hydrochloride   0.54g(6mg/mL)
141,531300ASY,triprolidine hydrochloride   22.5mg(0.25mg/mL)
141,551501ATB,desloratadine   5mg
141,639501ATB,bepotastine nicotinate (as bepotastine   7.11mg)
141,659601ATB,rupatadine fumarate (as rupatadine   10mg)
142,112401ATB,azathioprine   50mg
142,112402ATB,azathioprine   25mg
142,139201ACS,cyclosporine   0.1g
142,139204ACS,cyclosporine   25mg
142,186701ACH,standardized lyophilized mixed bacterial lysates 20mg (as lyophilized bacterial lysates   3.5mg)
142,186702ACH,standardized lyophilized mixed bacterial lysates 40mg (as lyophilized bacterial lysates   7mg)
142,194730ALQ,microemulsion cyclosporine   5g(0.1g/mL)
142,194701ACS,microemulsion cyclosporine   0.1g
142,194702ACS,microemulsion cyclosporine   25mg
142,196601ATB,mizoribine   25mg
142,196602ATB,mizoribine   50mg
142,197830ASS,mycophenolate mofetil   34.98g/174.9mL(0.2g/mL)
142,197801ACH,mycophenolate mofetil   0.25g
142,197802ATB,mycophenolate mofetil   0.5g
142,234201ACH,tacrolimus hydrate (as tacrolimus   0.5mg)
142,234201ATB,tacrolimus hydrate (as tacrolimus   0.5mg)
142,234203ACH,tacrolimus hydrate (as tacrolimus   1mg)
142,234203ATB,tacrolimus hydrate (as tacrolimus   1mg)
142,234204ACH,tacrolimus hydrate (as tacrolimus   0.25mg)
142,234204ATB,tacrolimus hydrate (as tacrolimus   0.25mg)
142,234205ACR,tacrolimus hydrate (as tacrolimus   0.5mg)
142,234206ACR,tacrolimus hydrate (as tacrolimus   1mg)
142,234207ACR,tacrolimus hydrate (as tacrolimus   5mg)
142,234208ATB,tacrolimus hydrate (as tacrolimus   2mg)
142,235101ACH,standardized lyophilized bacterial lysates of E.coli 60mg (as lyophilized bacterial lysates   6mg)
142,434601ATB,leflunomide   10mg
142,434602ATB,leflunomide   20mg
142,451401ATE,mycophenolate sodium (as mycophenolic acid   0.18g)
142,451402ATE,mycophenolate sodium (as mycophenolic acid   0.36g)
142,485501ATB,sirolimus   1mg
142,485502ATB,sirolimus   2mg
142,485503ATB,sirolimus   0.5mg
142,485601ATB,everolimus   0.25mg
142,485602ATB,everolimus   0.5mg
142,485603ATB,everolimus   0.75mg
142,485604ATB,everolimus   1mg
142,627201ATB,tofacitinib citrate (as tofacitinib   5mg)
142,627202ATB,tofacitinib citrate (as tofacitinib   10mg)
142,667901ATB,baricitinib   2mg
142,667902ATB,baricitinib   4mg
149,112501ATB,azelastine hydrochloride   1mg
149,152501ATB,epinastine hydrochloride   10mg
149,152502ATB,epinastine hydrochloride   20mg
149,209631ASY,pemirolast potassium   0.5g(5mg/g)
149,209602ATB,pemirolast potassium   5mg
149,209603ATB,pemirolast potassium   10mg
149,216430ASY,pranlukast hydrate   50mg(0.1g/g)
149,216431ASY,pranlukast hydrate   70mg(0.1g/g)
149,216432ASY,pranlukast hydrate   0.1g(0.1g/g)
149,216433ASY,pranlukast hydrate   10g(0.1g/g)
149,216401ACH,pranlukast hydrate   0.1125g
149,216402ASS,pranlukast hydrate   0.1g
149,216403ACH,pranlukast hydrate   0.1125g/회
149,216404ATB,pranlukast hydrate   75mg
149,216405ASS,pranlukast hydrate   50mg
149,216406ASS,pranlukast hydrate   70mg
149,216407ASS,pranlukast hydrate   0.14g
149,216408ATB,pranlukast hydrate   50mg
149,251201ACS,γ-linolenic acid   40mg
149,251202ACS,γ-linolenic acid   80mg
149,374601ATB,montelukast sodium (as montelukast   5mg)
149,374601ATD,montelukast sodium (as montelukast   5mg)
149,374602ATB,montelukast sodium (as montelukast   10mg)
149,374602ATD,montelukast sodium (as montelukast   10mg)
149,374603AGN,montelukast sodium (as montelukast   4mg)
149,374603ATB,montelukast sodium (as montelukast   4mg)
149,374603ATD,montelukast sodium (as montelukast   4mg)
149,391703ATB,olopatadine hydrochloride   5mg
149,487001ATB,petasites hybridus CO2 extracts   30mg (as total petasin   8mg)
149,659900ACH,montelukast sodium (as montelukast   10mg)
149,659900ACH,levocetirizine dihydrochloride   5mg
149,670600ATB,levocetirizine dihydrochloride   5mg
149,670600ATB,montelukast sodium (as montelukast   5mg)
211,107301ATB,aminophylline hydrate   0.1g
211,107301ATR,aminophylline hydrate   0.1g
211,107303ATR,aminophylline hydrate   0.225g
211,117903ATB,bisoprolol fumarate   2.5mg
211,117904ATB,bisoprolol fumarate   1.25mg
211,144831AEL,digoxin   5mg(50μg/mL)
211,144801ATB,digoxin   0.25mg
211,245802ACH,ubidecarenone   5mg
212,107401ATB,amiodarone hydrochloride   0.2g
212,110201ATB,arotinolol hydrochloride   10mg
212,110202ATB,arotinolol hydrochloride   5mg
212,124801ATB,carteolol hydrochloride   5mg
212,159302ATB,flecainide acetate   50mg
212,219501ATB,propafenone hydrochloride   0.15g
212,219502ATB,propafenone hydrochloride   0.3g
212,219503ACR,propafenone hydrochloride   0.225g
212,219504ACR,propafenone hydrochloride   0.325g
212,219505ACR,propafenone hydrochloride   0.425g
212,219901ATB,propranolol hydrochloride   10mg
212,219904ATB,propranolol hydrochloride   40mg
212,230402ATB,sotalol hydrochloride   40mg
212,502101ACH,pilsicainide hydrochloride   25mg
212,502102ACH,pilsicainide hydrochloride   50mg
212,597401ATB,dronedarone   0.4g
213,101501ATB,acetazolamide   0.25g
213,106901ATB,amiloride hydrochloride   5mg
213,112901ATB,azosemide   60mg
213,163801ATB,furosemide   40mg
213,170801ATB,hydrochlorothiazide   25mg
213,174403ATB,indapamide   2.5mg
213,231101ATB,spironolactone   25mg
213,231102ATB,spironolactone   50mg
213,242001ATB,torasemide   10mg
213,242002ATB,torasemide   2.5mg
213,242003ATB,torasemide   5mg
213,249401ATB,xipamide   20mg
213,451302ATB,chlorthalidone   25mg
214,104201ATB,alacepril   25mg
214,104202ATB,alacepril   50mg
214,107601ATB,amlodipine besylate (as amlodipine   5mg)
214,107602ATB,amlodipine besylate (as amlodipine   10mg)
214,107603ATB,amlodipine besylate (as amlodipine   2.5mg)
214,111402ATB,atenolol   25mg
214,111403ATB,atenolol   50mg
214,114001ACH,barnidipine hydrochloride   10mg
214,114002ACH,barnidipine hydrochloride   15mg
214,114003ACH,barnidipine hydrochloride   5mg
214,115101ATB,benidipine hydrochloride   2mg
214,115102ATB,benidipine hydrochloride   4mg
214,115103ATB,benidipine hydrochloride   8mg
214,115104ATB,benidipine hydrochloride   6mg
214,116801ATB,betaxolol hydrochloride   10mg
214,116803ATB,betaxolol hydrochloride   20mg
214,117001ATB,bevantolol hydrochloride   0.1g
214,117002ATB,bevantolol hydrochloride   50mg
214,122601ATB,candesartan cilexetil   8mg
214,122602ATB,candesartan cilexetil   16mg
214,122603ATB,candesartan cilexetil   32mg
214,122901ATB,captopril   12.5mg
214,122902ATB,captopril   25mg
214,122903ATB,captopril   50mg
214,125001ATB,carvedilol   12.5mg
214,125002ATB,carvedilol   25mg
214,125003ATB,carvedilol   6.25mg
214,125004ACR,carvedilol   64mg
214,125005ATB,carvedilol   3.125mg
214,125006ACR,carvedilol   32mg
214,125007ACR,carvedilol   16mg
214,125007ATR,carvedilol   16mg
214,125008ACR,carvedilol   8mg
214,125008ATR,carvedilol   8mg
214,133001ATB,cilazapril   0.5mg
214,133002ATB,cilazapril   1mg
214,133003ATB,cilazapril   2.5mg
214,133101ATB,cilnidipine   10mg
214,133102ATB,cilnidipine   5mg
214,149101ATB,doxazosin mesylate (as doxazocin   1mg)
214,149102ATB,doxazosin mesylate (as doxazocin   2mg)
214,149104ATR,doxazosin mesylate (as doxazocin   4mg)
214,151601ATB,enalapril maleate   10mg
214,151603ATB,enalapril maleate   5mg
214,157501ATR,felodipine   5mg
214,157503ATR,felodipine   2.5mg
214,170701ATB,hydralazine hydrochloride   25mg
214,173401ATB,imidapril hydrochloride   10mg
214,173402ATB,imidapril hydrochloride   5mg
214,174401ATR,indapamide   1.5mg
214,177301ATB,irbesartan   0.15g
214,177303ATB,irbesartan   0.3g
214,180301ATB,lacidipine   2mg
214,180302ATB,lacidipine   4mg
214,180303ATB,lacidipine   6mg
214,182001ATB,lercanidipine hydrochloride   10mg
214,184501ATB,lisinopril   10mg
214,185701ATB,losartan potassium (as losartan   45.8mg)
214,185702ATB,losartan potassium (as losartan   91.6mg)
214,188001ATB,manidipine hydrochloride   10mg
214,188002ATB,manidipine hydrochloride   20mg
214,196102ATB,minoxidil   5mg
214,201003ACR,nicardipine hydrochloride   40mg
214,211301ATB,perindopril tertbutylamine   4mg
214,211302ATB,perindopril tertbutylamine   8mg
214,222401ATB,ramipril   2.5mg
214,222402ATB,ramipril   5mg
214,222404ATB,ramipril   10mg
214,247101ATB,valsartan   80mg
214,247102ATB,valsartan   0.16g
214,247103ATB,valsartan   40mg
214,247104ATB,valsartan   0.32g
214,262100ATB,atenolol   50mg
214,262100ATB,chlorthalidone   12.5mg
214,262400ATR,felodipine   5mg
214,262400ATR,metoprolol succinate   47.5mg
214,262500ATB,hydrochlorothiazide   12.5mg
214,262500ATB,losartan potassium (as losartan   45.8mg)
214,378900ATB,hydrochlorothiazide   25mg
214,378900ATB,losartan potassium (as losartan   91.6mg)
214,486900ATB,hydrochlorothiazide   12.5mg
214,486900ATB,losartan potassium (as losartan   91.6mg)
214,262700ATB,hydrochlorothiazide   25mg
214,262700ATB,spironolactone   25mg
214,356400ATB,hydrochlorothiazide   12.5mg
214,356400ATB,valsartan   80mg
214,442600ATB,hydrochlorothiazide   12.5mg
214,442600ATB,valsartan   0.16g
214,378801ATB,telmisartan   40mg
214,378802ATB,telmisartan   80mg
214,385700ATB,hydrochlorothiazide   12.5mg
214,385700ATB,irbesartan   0.15g
214,385800ATB,hydrochlorothiazide   12.5mg
214,385800ATB,irbesartan   0.3g
214,423700ATB,candesartan cilexetil   16mg
214,423700ATB,hydrochlorothiazide   12.5mg
214,429201ATB,eprosartan mesylate (as eprosartan   0.6g)
214,443200ATB,hydrochlorothiazide   12.5mg
214,443200ATB,telmisartan   40mg
214,443300ATB,hydrochlorothiazide   12.5mg
214,443300ATB,telmisartan   80mg
214,502600ATB,hydrochlorothiazide   25mg
214,502600ATB,telmisartan   80mg
214,447100ATB,felodipine   2.5mg
214,447100ATB,ramipril   2.5mg
214,447200ATB,felodipine   5mg
214,447200ATB,ramipril   5mg
214,459801ACH,amlodipine maleate (as amlodipine   5mg)
214,459801ATB,amlodipine maleate (as amlodipine   5mg)
214,459802ACH,amlodipine maleate (as amlodipine   2.5mg)
214,459901ATB,amlodipine camsylate (as amlodipine   5mg)
214,459902ATB,amlodipine camsylate (as amlodipine   2.5mg)
214,460500ATB,eprosartan mesylate (as eprosartan   0.6g)
214,460500ATB,hydrochlorothiazide   12.5mg
214,464601ATB,amlodipine adipate (as amlodipine   5mg)
214,468501ATB,olmesartan medoxomil   20mg
214,468502ATB,olmesartan medoxomil   10mg
214,468503ATB,olmesartan medoxomil   40mg
214,469800ATB,bisoprolol fumarate   2.5mg
214,469800ATB,hydrochlorothiazide   6.25mg
214,469900ATB,bisoprolol fumarate   5mg
214,469900ATB,hydrochlorothiazide   6.25mg
214,470000ATB,bisoprolol fumarate   10mg
214,470000ATB,hydrochlorothiazide   6.25mg
214,470801ATB,amlodipine mesylate monohydrate (as amlodipine   5mg)
214,470802ATB,amlodipine mesylate monohydrate (as amlodipine   10mg)
214,476201ATB,amlodipine orotate (as amlodipine   5mg)
214,479701ATB,amlodipine nicotinate (as amlodipine   5mg)
214,483101ATB,S-atenolol   25mg
214,483102ATB,S-atenolol   12.5mg
214,483201ATB,S-amlodipine besylate (as S-amlodipine   2.5mg)
214,483202ATB,S-amlodipine besylate (as S-amlodipine   5mg)
214,483401ACH,Phenoxybenzamine   10mg
214,485201ATB,bosentan hydrate (as bosentan   62.5mg)
214,486501ATB,S-amlodipine nicotinate (as S-amlodipine   2.5mg)
214,486502ATB,S-amlodipine nicotinate (as S-amlodipine   5mg)
214,489501ATB,nebivolol hydrochloride (as nebivolol   5mg)
214,489502ATB,nebivolol hydrochloride (as nebivolol   2.5mg)
214,489503ATB,nebivolol hydrochloride (as nebivolol   1.25mg)
214,492800ATB,amlodipine besylate (as amlodipine   5mg)
214,492800ATB,valsartan   0.16g
214,492900ATB,amlodipine besylate (as amlodipine   5mg)
214,492900ATB,valsartan   80mg
214,495800ATB,amlodipine besylate (as amlodipine   10mg)
214,495800ATB,valsartan   0.16g
214,500500ATB,amlodipine besylate (as amlodipine   5mg)
214,500500ATB,olmesartan medoxomil   20mg
214,582200ATB,amlodipine besylate (as amlodipine   5mg)
214,582200ATB,olmesartan medoxomil   40mg
214,582400ATB,amlodipine besylate (as amlodipine   10mg)
214,582400ATB,olmesartan medoxomil   40mg
214,501601ATB,perindopril arginine   5mg
214,501602ATB,perindopril arginine   10mg
214,502700ATB,amlodipine camsylate (as amlodipine   5mg)
214,502700ATB,losartan potassium (as losartan   91.6mg)
214,503000ATB,amlodipine camsylate (as amlodipine   5mg)
214,503000ATB,losartan potassium (as losartan   45.8mg)
214,513900ATB,amlodipine camsylate (as amlodipine   10mg)
214,513900ATB,losartan potassium (as losartan   45.8mg)
214,510401ATB,zofenopril calcium   7.5mg
214,510402ATB,zofenopril calcium   15mg
214,510403ATB,zofenopril calcium   30mg
214,511500ATB,amlodipine besylate (as amlodipine   5mg)
214,511500ATB,telmisartan   80mg
214,511600ATB,amlodipine besylate (as amlodipine   5mg)
214,511600ATB,telmisartan   40mg
214,511700ATB,amlodipine besylate (as amlodipine   10mg)
214,511700ATB,telmisartan   40mg
214,623100ATB,amlodipine besylate (as amlodipine   10mg)
214,623100ATB,telmisartan   80mg
214,513600ATB,hydrochlorothiazide   12.5mg
214,513600ATB,olmesartan medoxomil   20mg
214,515201ATB,fimasartan potassium trihydrate (as fimasartan potassium   60mg)
214,515202ATB,fimasartan potassium trihydrate (as fimasartan potassium   0.12g)
214,515203ATB,fimasartan potassium trihydrate (as fimasartan potassium   30mg)
214,519700ATB,amlodipine besylate (as amlodipine   5mg)
214,519700ATB,hydrochlorothiazide   12.5mg
214,519700ATB,olmesartan medoxomil   40mg
214,519800ATB,amlodipine besylate (as amlodipine   5mg)
214,519800ATB,hydrochlorothiazide   12.5mg
214,519800ATB,olmesartan medoxomil   20mg
214,520000ATB,amlodipine besylate (as amlodipine   10mg)
214,520000ATB,hydrochlorothiazide   12.5mg
214,520000ATB,olmesartan medoxomil   40mg
214,521200ATB,S-amlodipine besylate (as S-amlodipine   2.5mg)
214,521200ATB,telmisartan   40mg
214,521300ATB,S-amlodipine besylate (as S-amlodipine   5mg)
214,521300ATB,telmisartan   40mg
214,521400ATB,S-amlodipine besylate (as S-amlodipine   2.5mg)
214,521400ATB,telmisartan   80mg
214,644800ATB,telmisartan   80mg
214,644800ATB,S-amlodipine besylate (as S-amlodipine   5mg)
214,522000ATB,fimasartan potassium trihydrate (as fimasartan potassium   60mg)
214,522000ATB,hydrochlorothiazide   12.5mg
214,526800ATB,fimasartan potassium trihydrate (as fimasartan potassium   0.12g)
214,526800ATB,hydrochlorothiazide   12.5mg
214,522200ATB,lercanidipine hydrochloride   10mg
214,522200ATB,valsartan   80mg
214,522300ATB,lercanidipine hydrochloride   10mg
214,522300ATB,valsartan   0.16g
214,522400ATB,lercanidipine hydrochloride   20mg
214,522400ATB,valsartan   0.16g
214,522600ATB,S-amlodipine besylate (as S-amlodipine   2.5mg)
214,522600ATB,valsartan   80mg
214,522700ATB,S-amlodipine besylate (as S-amlodipine   2.5mg)
214,522700ATB,valsartan   0.16g
214,522800ATB,S-amlodipine besylate (as S-amlodipine   5mg)
214,522800ATB,valsartan   0.16g
214,522900ATB,amlodipine adipate (as amlodipine   5mg)
214,522900ATB,valsartan   80mg
214,523000ATB,amlodipine adipate (as amlodipine   5mg)
214,523000ATB,valsartan   0.16g
214,523100ATB,amlodipine adipate (as amlodipine   10mg)
214,523100ATB,valsartan   0.16g
214,523200ATB,amlodipine orotate (as amlodipine   5mg)
214,523200ATB,valsartan   80mg
214,523300ATB,amlodipine orotate (as amlodipine   5mg)
214,523300ATB,valsartan   0.16g
214,523400ATB,amlodipine oratate (as amlodipine   10mg)
214,523400ATB,valsartan   0.16g
214,547600ATB,olmesartan medoxomil   40mg
214,547600ATB,amlodipine maleate (as amlodipine   5mg)
214,547700ATB,olmesartan medoxomil   20mg
214,547700ATB,amlodipine maleate (as amlodipine   5mg)
214,547800ATB,s-amlodipine nicotinate (as s-amlodipine   2.5mg)
214,547800ATB,olmesartan medoxomil   20mg
214,547900ATB,s-amlodipine nicotinate (as s-amlodipine   2.5mg)
214,547900ATB,olmesartan medoxomil   40mg
214,548000ATB,s-amlodipine nicotinate (as s-amlodipine   5mg)
214,548000ATB,olmesartan medoxomil   40mg
214,631300ATB,s-amlodipine nicotinate (as s-amlodipine   5mg)
214,631300ATB,olmesartan medoxomil   20mg
214,553301ATB,sildenafil citrate (as sildenafil   20mg)
214,556200ATB,indapamide   1.25mg
214,556200ATB,perindopril arginine   5mg
214,564701ATB,ambrisentan   5mg
214,564702ATB,ambrisentan   10mg
214,629400ATB,amlodipine orotate (as amlodipine   10mg)
214,629400ATB,olmesartan medoxomil   40mg
214,629500ATB,amlodipine orotate (as amlodipine   5mg)
214,629500ATB,olmesartan medoxomil   20mg
214,629600ATB,amlodipine orotate (as amlodipine   5mg)
214,629600ATB,olmesartan medoxomil   40mg
214,632201ATB,micronized macitentan   10mg
214,632800ATB,olmesartan medoxomil   20mg
214,632800ATB,S-amlodipine besylate (as S-amlodipine   2.5mg)
214,632900ATB,olmesartan medoxomil   40mg
214,632900ATB,S-amlodipine besylate (as S-amlodipine   2.5mg)
214,633000ATB,olmesartan medoxomil   40mg
214,633000ATB,S-amlodipine besylate (as S-amlodipine   5mg)
214,637400ATB,amlodipine besylate (as amlodipine   5mg)
214,637400ATB,losartan potassium (as losartan   45.8mg)
214,637500ATB,amlodipine besylate (as amlodipine   10mg)
214,637500ATB,losartan potassium (as losartan   45.8mg)
214,637600ATB,amlodipine besylate (as amlodipine   5mg)
214,637600ATB,losartan potassium (as losartan   91.6mg)
214,651900ATB,amlodipine besylate (as amlodipine   5mg)
214,651900ATB,fimasartan potassium trihydrate (as fimasartan potassium   30mg)
214,652000ATB,amlodipine besylate (as amlodipine   10mg)
214,652000ATB,fimasartan potassium trihydrate (as fimasartan potassium   30mg)
214,652100ATB,amlodipine besylate (as amlodipine   10mg)
214,652100ATB,fimasartan potassium trihydrate (as fimasartan potassium   60mg)
214,652700ATB,fimasartan potassium trihydrate (as fimasartan potassium   60mg)
214,652700ATB,amlodipine besylate (as amlodipine   5mg)
214,652301ATB,selexipag   0.2mg
214,652302ATB,selexipag   0.8mg
214,652303ATB,selexipag   0.4mg
214,652900ATB,amlodipine besylate (as amlodipine   5mg)
214,652900ATB,candesartan cilexetil   8mg
214,653000ATB,amlodipine besylate (as amlodipine   5mg)
214,653000ATB,candesartan cilexetil   16mg
214,653100ATB,amlodipine besylate (as amlodipine   10mg)
214,653100ATB,candesartan cilexetil   16mg
214,662201ATB,S-carvedilol   6.25mg
214,662202ATB,S-carvedilol   12.5mg
214,662401ATB,azilsartan medoxomil potassium (as azilsartan medoxomil   20mg)
214,662402ATB,azilsartan medoxomil potassium (as azilsartan medoxomil   80mg)
214,662403ATB,azilsartan medoxomil potassium (as azilsartan medoxomil   40mg)
214,662800ATB,amlodipine camsylate (as amlodipine   5mg)
214,662800ATB,losartan potassium (as losartan   45.8mg)
214,662800ATB,chlorthalidone   12.5mg
214,662900ATB,amlodipine camsylate (as amlodipine   5mg)
214,662900ATB,losartan potassium (as losartan   91.6mg)
214,662900ATB,chlorthalidone   12.5mg
214,663000ATB,amlodipine camsylate (as amlodipine   5mg)
214,663000ATB,losartan potassium (as losartan   91.6mg)
214,663000ATB,chlorthalidone   25mg
214,663500ATB,amlodipine besylate  (as amlodipine   5mg)
214,663500ATB,hydrochlorothiazide   12.5mg
214,663500ATB,telmisartan   40mg
214,663600ATB,amlodipine besylate  (as amlodipine   5mg)
214,663600ATB,hydrochlorothiazide   12.5mg
214,663600ATB,telmisartan   80mg
214,663700ATB,amlodipine besylate  (as amlodipine   10mg)
